dates,diamonds,butter,cars,cucumber,bananas
2020-06-23,0.6402807114249819,-0.4065357744016836,-0.363283219831215,-1.369563639093102,0.21833778019625988
2020-06-24,0.6367790386239771,-0.40709030676495916,-0.36231287152241787,-1.369323510413781,-0.2164885996087169
2020-06-25,0.634845014651709,-0.40787070897969413,-0.3597637657232535,-1.3500834698032125,-0.21649834572949778
2020-06-26,0.6342192110608484,-0.4080441494357638,-0.3495160530255123,-1.3513217390737908,-0.21555508017569622
2020-06-29,0.6386719620626199,-0.41067263120392467,-0.34984333937017675,-1.3559736506180666,-0.2173930817181893
2020-06-30,0.6444147113582523,-0.41088643287888504,-0.3508316277829191,-1.3570657350729523,-0.21788535006660883
2020-07-01,0.6447812430627939,0.40829371566665035,-0.3506723970713878,-1.3577673069949507,-0.21957048046852198
2020-07-02,0.6430192746897201,-0.408515410703012,-0.35409825800246647,-1.365400534462097,-0.21950834200740393
2020-07-03,0.6429125538106105,0.4132221879494067,-0.35540557059958733,-1.358485010237147,0.22540704338819548
2020-07-06,0.6459150512421024,0.4117051383100705,-0.3529077629381207,-1.357399502628863,-0.22561140553468564
2020-07-07,0.64440119766502,0.41118136023907415,-0.3540148399178395,-1.3551989358678675,0.2226882879156618
2020-07-08,0.6320214823202158,0.408819332934681,-0.3505043614234857,-1.3553968475418827,-0.2226519704304687
2020-07-09,0.6330682587866492,0.4108549776519537,-0.3509038925030495,-1.3552487168064522,0.22118796775573782
2020-07-10,0.6360917757389658,0.40975833476471557,-0.3530025187363177,-1.4091077515228698,0.22132804338717912
2020-07-13,0.6332872042624514,-0.4083814785764251,-0.35283559309235935,-1.4250885800243562,0.2185248053292929
2020-07-14,0.62879366247836,-0.39572637439557923,-0.35422604032672156,-1.4606558093245883,0.2187121288097491
2020-07-15,0.6198843022014958,-0.39422903278254795,-0.3509988374813139,-1.3837229173244765,0.21921419145847343
2020-07-16,0.6132384800350998,-0.3941498655378074,-0.35097566146390796,-1.3827383925587502,0.21821815521534207
2020-07-17,0.6192532178645292,-0.39754163450673313,-0.3500626852114173,-1.3944885771555109,0.21829074913647595
2020-07-20,0.6195770216025964,-0.40294490951104384,-0.3540671163430138,-1.3977813850075431,0.2191543231865954
2020-07-21,0.631804603164741,-0.4020819016128069,-0.3547626646124578,-1.4087120150581975,0.22102734191398965
2020-07-22,0.6326678910177218,-0.4022135353805933,-0.35207275933749044,-1.3983866889757632,0.2245142491520893
2020-07-23,0.6334848944241266,-0.3967247977624003,-0.3547665491570419,-1.4091902969060746,0.22402753007973944
2020-07-24,0.6327014476069004,-0.40166729488540936,-0.3595149521097812,-1.4076383562802346,0.22767521910172436
2020-07-27,0.623426736745217,-0.40143727767919635,-0.3598549265241136,-1.4119421624988373,0.2246561064112663
2020-07-28,0.6229354458619134,-0.39801607407477657,-0.3607063077956323,-1.4132966303080148,0.22542332496133247
2020-07-29,0.6132114998207563,-0.40167970535801073,-0.36059806290786217,-1.4232355837386923,0.2264528345715873
2020-07-30,0.6130647851994064,-0.4019852097721933,-0.365028880772004,-1.4178293844438326,0.22551307147989905
2020-07-31,0.6143893690742407,-0.39348232130265115,-0.36625881814229916,-1.4177652597989727,0.2279395605221189
2020-08-03,0.6146484673129979,-0.3911944538891479,-0.3623715761030895,-1.4174234085745891,0.22367597465050837
2020-08-04,0.6142068164652491,-0.3911804161380723,-0.36325321048513326,-1.4052999081941189,0.22642657120916326
2020-08-05,0.6137091306806394,-0.38287176615620677,-0.3666070703662416,-1.375491095005273,0.22352432131535466
2020-08-06,0.6008415512158427,-0.38105456220680806,-0.3684332284793507,-1.3600936342450232,0.2225997527651366
2020-08-07,0.5998894145803534,-0.38104861435974857,-0.3685079945360475,-1.3565461980071163,0.22372923911446363
2020-08-10,0.6022945718523509,-0.3814060621538294,0.36851520089636974,-1.3416957971553172,0.22712372034424197
2020-08-11,0.5921945117300716,-0.3755718150011722,-0.36842335145758426,-1.3249799039337795,0.22648185448507727
2020-08-12,0.5894400845361787,-0.3751156501575349,-0.3692422076138862,-1.311068728019561,0.22859807514287717
2020-08-13,0.5946696971280798,-0.37447946668849463,-0.36960520757181237,-1.2919077196608773,0.22876110141616876
2020-08-14,0.5919653668906537,-0.37370768187601355,-0.3665787913596407,-1.2829456914103745,0.22988385475269757
2020-08-17,0.5937498008271264,-0.36640497495975966,-0.3689567953484078,-1.2661342341157231,0.22935788865544302
2020-08-18,0.5928279098423345,-0.36642329991581923,-0.36905407088154785,-1.2655044716910648,0.23109725177201587
2020-08-19,0.5932070469315501,-0.36615298461465534,-0.3691816857471868,-1.2929158564888295,0.2339010560447731
2020-08-20,0.5936735184421527,-0.36757855163395053,-0.3737113874960295,-1.2937595803757231,0.23393709976211557
2020-08-21,0.5957309422511661,-0.3674604803323069,-0.37027238051646,-1.3051338569878799,0.23323929349269445
2020-08-24,0.5925517315039828,-0.36728000690745793,-0.36557866727694793,-1.3080615388887595,0.23321595043339596
2020-08-25,0.595874126648221,-0.36664750494661663,-0.36635436808973804,-1.2973213448733356,0.23307590615944715
2020-08-26,0.5980311495052658,-0.36956825367944396,-0.3659828121884441,-1.2951260151248636,-0.2315708020696501
2020-08-27,0.5960972515668206,-0.3711957857294835,-0.36709294756387556,-1.287162264572798,-0.23143384764861616
2020-08-28,0.5913770167636594,-0.37470493358342477,-0.37011701070670694,-1.2972602126734891,-0.23477056355278972
2020-08-31,0.5884577895142347,-0.3748988992985485,-0.3712568431817384,-1.297968128602206,-0.2356512343359374
2020-09-01,0.5810616445439826,-0.3741438219742261,-0.37160034372569,-1.296674436975515,-0.23605558529194756
2020-09-02,0.5876370831193676,-0.37395743135344006,-0.3758573629881732,-1.2896324563132047,-0.23407309197351148
2020-09-03,0.5842132165348396,-0.37548120590428097,-0.3769496099458891,-1.265879579271546,-0.23538276205712633
2020-09-04,0.58384388883371,-0.37116569014665274,-0.38523390804300034,-1.2591892129779985,-0.2371156444899024
2020-09-07,0.5750997068501145,-0.3678125729438696,-0.3785945188184323,-1.2566364638978975,-0.23217942083997292
2020-09-08,0.5686671437362671,-0.3607026237566748,-0.37867390692174185,-1.2398114816556636,-0.23071031774276132
2020-09-09,0.5715396242017348,-0.359993360631678,-0.375685606118762,-1.236939987580484,-0.22652464101613
2020-09-10,0.5745708023952474,-0.36003955640666885,-0.37542428441400466,-1.2431341337263515,-0.2300374207234797
2020-09-11,0.5727058441084006,-0.36023124873789614,-0.37506675610252843,-1.2486301846549326,-0.23133056540143704
2020-09-14,0.5747385564742871,-0.3602398736786063,-0.36782737741515176,-1.2381112409970352,-0.23671036694901326
2020-09-15,0.5708299100340142,-0.35925932755796486,-0.36947468169362163,-1.235735253387728,-0.2369915718895514
2020-09-16,0.5642655331284283,-0.359940537263818,-0.36947031892213456,-1.2608065074019081,-0.23757062329803458
2020-09-17,0.5735638626028807,-0.3610767420579143,0.37413546860115554,-1.266473335974681,-0.2549413511879498
2020-09-18,0.5706544040896259,-0.3697030728015991,0.37176909914157513,-1.2649474950798425,-0.2531313328664981
2020-09-21,0.5739882217183755,-0.3698577951939535,0.36996439352847355,-1.2642245237198282,-0.25555937149561864
2020-09-22,0.58453360848057,-0.36972581391712556,0.37017079091263516,-1.2636430027401697,-0.25259806279343433
2020-09-23,0.5786938198152529,-0.3702363934146934,0.3741243141854242,-1.2038768508622282,-0.2507134093270768
2020-09-24,-0.5828980750259862,-0.3738082946561293,0.3764446076284025,-1.2115499491385708,-0.25103627495555114
2020-09-25,-0.5882794676254269,0.3692485257487123,0.3733501909562422,-1.2115526167137298,-0.2502090666485689
2020-09-28,-0.5880885955020425,0.3667273291991417,0.37659142211038266,-1.2121007323553368,-0.2502090666485689
2020-09-29,-0.5949532713568035,0.36431927433000855,0.3766173012490084,-1.203725953850696,-0.24990609980498668
2020-09-30,-0.590842903730949,0.36280835436394554,0.3767070783030107,-1.1967777294091515,-0.24961304090678463
2020-10-01,-0.5900032572399742,0.36356336984302584,0.3787089892985737,-1.1937722428654511,-0.25070190594201486
2020-10-02,-0.5912493465358788,-0.36589551254232416,0.3821658686689925,-1.1785489506704248,-0.2532163578064796
2020-10-05,-0.5901988785334625,0.3652457591729931,0.38504281432825915,-1.1852052151600159,-0.2544527861722587
2020-10-06,-0.5910848927546455,-0.365122546248668,0.3834395572361235,-1.1863364478414804,-0.2570664783001201
2020-10-07,-0.5910179935655387,0.3662020838901613,0.3870282637698189,-1.155756611912171,-0.25536876812817955
2020-10-08,-0.5927472962455002,0.3706209928663315,0.39168672927955245,-1.1752268884345363,-0.2542460893950182
2020-10-09,-0.5902395889234769,0.37040362689403344,0.39200632866397594,-1.1750994899705998,-0.2546340465775301
2020-10-12,-0.591880646545297,0.3705944215027504,0.39206100718099746,-1.1699259732871952,-0.25498059785890853
2020-10-13,-0.5641887443021746,0.3657752869025456,0.39159322958977844,-1.1699067580524363,-0.2552166170484066
2020-10-14,-0.5635207937398053,0.3672019750671153,0.3901124569179144,-1.1586085504769121,-0.2545882434419002
2020-10-15,-0.5639122948960067,0.375327833696049,0.3892374707770958,-1.1631965347053528,-0.25448674764881035
2020-10-16,-0.564110101939719,0.3760851432074233,0.3918772095097415,-1.173828588550992,-0.25340199148660136
2020-10-19,-0.5598331086191918,0.3788953988717943,0.3917624370828468,-1.1536035983525468,-0.2569557471646847
2020-10-20,-0.5621836279502092,0.40084500611029006,0.40517138588580176,-1.1532406908228532,-0.2569198973954436
2020-10-21,-0.5609963327960694,0.3958710308475132,0.4062653076431061,-1.183929489153621,-0.2559072729248761
2020-10-22,-0.5593090474264295,0.4017771497078507,0.4053765392707235,-1.174724837881926,-0.254380089085861
2020-10-23,-0.5596337182689779,0.40109700840718454,0.40509624541376715,-1.174259050261634,-0.25415877553204314
2020-10-26,-0.5599831864212536,0.4012422753082348,0.4052858392960882,-1.1738763043877174,-0.2536640446407413
2020-10-27,-0.5583433755782171,0.3988594250308987,0.396881648210869,1.145590368641056,-0.2548689962336844
2020-10-28,-0.5534200411600891,0.3973060535142321,0.3961484791723633,-1.136798239427207,-0.25264325953813455
2020-10-29,-0.553990095107955,0.396869552144328,0.3953538387128911,-1.1380895681393999,-0.25400390840548065
2020-10-30,-0.5593144714746902,0.3991931359437733,0.3959567027754202,1.1160311150776836,-0.25238570450512476
2020-11-02,-0.5641381975465788,0.4022625408311277,0.3945795642240678,1.1349962794457442,-0.2521170679681644
2020-11-03,-0.5643152155848676,0.3999139157973156,0.396199529799242,1.1350730485861416,-0.252190905009128
2020-11-04,-0.5648708809595249,0.4012677293996809,0.39498555752825765,1.1228324203163647,-0.25299881817684444
2020-11-05,-0.562614192600705,0.4021745976056684,0.3950115650512669,1.122436258174277,-0.2522055021351615
2020-11-06,-0.5685300062717555,0.3815850664537753,0.3913902718616541,1.1223408175129543,-0.25107983113623844
2020-11-09,-0.571709875223267,0.38173505982460504,0.38269725113247377,1.1130041409713434,-0.2517408918478855
2020-11-10,-0.5709783984198616,0.37616793962072237,0.38567066202130773,1.1125246406946117,-0.25196736465779473
2020-11-11,-0.5725695188353093,0.37666105954354034,0.38688103765697046,1.1123842149112855,-0.25466199450378246
2020-11-12,-0.5738238632972843,0.3699342420608186,0.38638168815460844,1.1241697296075057,-0.2535151466697932
2020-11-13,-0.5742077123480437,0.3696236886754685,0.39955198581329227,1.1215647645833395,-0.2570512586109357
2020-11-16,-0.5726411431863422,0.3580084437036598,0.39700582966429515,1.0867190204958428,-0.2570378077433876
2020-11-17,-0.5650871110145549,0.35535734354854775,0.39732336414970754,1.08669399564975,0.2568576221658229
2020-11-18,-0.5650510253590361,0.3570658275884402,0.3956949281163857,1.0864829573987616,0.2562580967426204
2020-11-19,-0.5672876201166093,0.3561860065600238,0.38869521096850684,1.0865034785179024,0.255660017628193
2020-11-20,-0.5660265927509897,0.3552110321634708,0.3811758483493746,1.0845387374522928,0.25491920006986724
2020-11-23,-0.5654082167145644,0.3557425176009539,0.38435515169741924,1.0751128259083156,0.2547361816205027
2020-11-24,-0.5673266923789498,0.35501363596287216,0.38325908567428757,1.075945772563402,0.2586380939165984
2020-11-25,-0.5776375227355525,0.35660634983832756,0.3898028237709239,1.0724651503151572,0.2581262116376015
2020-11-26,-0.5806451987513078,0.3567455845876838,0.39100682020239474,1.0680201599679373,0.260445007782178
2020-11-27,-0.5802242751935256,0.3561754554501059,0.391298392221117,1.0768611942282686,0.2603560588698375
2020-11-30,-0.5773811599080332,0.3556409505460582,0.3818836429794848,1.0745478484968751,0.26114091065364287
2020-12-01,-0.5815802674463714,0.36406258440858025,0.376752980240193,1.0741516544951948,0.2615458160316405
2020-12-02,-0.5910257353648806,0.3637554303549527,0.3800126693775768,1.1029844117307495,0.2618092163778217
2020-12-03,-0.5968888859595672,-0.3599694764584687,0.37986560081151544,1.1029844117307483,0.26347849716157046
2020-12-04,-0.5983688319665558,-0.3585417264698235,0.38274111682996986,1.1032851119279354,0.2592069443812699
2020-12-07,-0.5983006072017755,-0.35772092487582346,0.3782520268333495,1.102480217231147,0.2590514319969631
2020-12-08,-0.598129344885755,-0.35819104883198616,0.3764038844369161,1.101415772104244,0.25786481879062556
2020-12-09,-0.5973221149541715,-0.3576473634669431,0.3756555450374552,1.0989740919966826,0.2579416438509392
2020-12-10,-0.5971380637081919,-0.36222251558859475,0.3764724307401701,1.0990995413795037,0.25872438381050605
2020-12-11,-0.6026707226532089,-0.36150003844720535,-0.3748982933450681,1.1007009624516777,0.2556403934509129
2020-12-14,-0.6111737624624647,-0.3510089568093031,0.3655374618714729,1.1009997984367015,0.26097451682319145
2020-12-15,-0.6100816853398466,-0.3534649912164124,0.36397696479279246,1.100317102066043,0.26074854288652155
2020-12-16,-0.6156288754380561,-0.35532270579779623,0.36406958135688494,1.0992741800161727,0.2602089702523244
2020-12-17,-0.6107102830745673,-0.3549381544908541,0.3548313550338053,1.0976406162108545,0.2618988731065093
2020-12-18,0.607207297726001,-0.36236577097550415,0.35502752979995805,1.0978608710449742,0.26238394962861017
2020-12-21,-0.6081595584063424,-0.36148881907802005,0.35839195445080724,1.0937809900103013,0.26705747848939965
2020-12-22,0.6137866951107375,-0.359656925185927,0.3575226759255947,1.0853151722051717,0.2672627023161808
2020-12-23,0.6150355780157573,-0.3665636692108683,0.35719682801140845,1.0938366077285078,0.27514604268445136
2020-12-28,0.6298783035210695,-0.36596607266920334,0.3514032531324237,1.096318571069164,0.27241406179583844
2020-12-29,0.6310119136893353,-0.36482090945799484,0.35133601364923206,1.100986452353697,-0.2725476745559049
2020-12-30,0.6307452512609809,-0.36498127283054893,0.3493083660188252,1.106990118575426,0.27299453547434577
2021-01-04,0.6422843381003518,-0.3702563905933397,0.3492976259399113,1.1155150714443194,-0.2651631433064289
2021-01-05,0.6422394319164813,-0.3619138999111466,0.34760833287161624,1.1089228054693252,-0.2655081331069751
2021-01-06,-0.6354916651422694,-0.3624277146583975,0.3481074451543073,1.1079259570702589,-0.2651624628024507
2021-01-07,-0.6376098903760946,-0.36293585957648916,0.35270779529480284,1.1140970413299491,-0.26518797130087923
2021-01-08,-0.6256755321250942,-0.37095586391430513,0.35383681682292556,1.1094468195041893,-0.26488915659299145
2021-01-11,-0.6222008029057855,-0.36898695961765404,0.34807633918450254,1.1084301732949988,-0.2643840821689287
2021-01-12,0.6227428770129205,-0.36725003640131076,0.3469512096927247,1.1097398540360566,-0.2573138540653994
2021-01-13,0.6223539354727434,-0.36809438839326947,0.3460032173168778,1.1092447677938078,-0.2615168368470461
2021-01-14,0.6220450153191789,-0.3509590389580761,0.35000442277133054,1.1074984911831742,-0.2633299177616393
2021-01-15,0.6296375359920375,-0.34893483601740066,0.3537314728920307,1.08621372544779,-0.2621677392512637
2021-01-18,-0.6277242517267647,-0.34124962912584,0.3538915406872723,1.0901470111678497,-0.26236538189876646
2021-01-19,-0.6286390819878429,-0.33859769092277225,0.3546096615289512,1.0900440292936482,-0.26405953144957034
2021-01-20,-0.6300007912814954,-0.3396235050175006,0.3547105927823744,1.0844564666937424,-0.26365745476660535
2021-01-21,-0.6321329736598253,-0.3348414700431321,0.3545907562618644,1.0804082648876938,-0.26320422385130376
2021-01-22,-0.6165318336533607,-0.33508124548076845,0.35006109799469853,-1.071928351479165,-0.25599322279815767
2021-01-25,-0.6299274150316655,-0.3334933929899341,0.3500127411331942,-1.0653464173014178,-0.2559588810882121
2021-01-26,-0.6231167009827508,-0.3300660083157102,0.3501345830231071,-1.0712650929987064,-0.25963664471240133
2021-01-27,-0.6356969507218343,-0.3267396749434157,0.3477018251481964,-1.083561627699125,-0.25963894631050966
2021-01-28,-0.6150496537481326,-0.3208572683985461,0.34755745855308556,-1.0862432029970082,-0.25535120058669325
